GeneID,Symbol,Description,Synonyms,Maestro score,FDR,Evidence,Tissues
269951,Idh2,"""isocitrate dehydrogenase 2 (NADP+), mitochondrial""","E430004F23, IDPm, Idh-2, P54071",21,0%,"""literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++""",all 14
27425,Atp5l,"""ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G""","4933437C06Rik, Q9CPQ8",21,0%,"""literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++""",all 14
69168,Bola1,bolA-like 1 (E. coli),"1810037G04Rik, Q9D8S9",21,0%,"""GFP, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""","cerebrum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
68126,Fahd2a,fumarylacetoacetate hydrolase domain containing 2A,"1500003K14Rik, B430104H02Rik, Cgi-105, Fahd2, Q3TC72",21,0%,"""APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, induction, coexpression, MS/MS++""",all 14
67636,Lyrm5,LYR motif containing 5,"4930469P12Rik, AL022899, Ghiso, Q91V16",21,0%,"""mito protein domain+, induction, coexpression, MS/MS++""","cerebrum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta"
68197,Ndufc2,"""NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2""","1810004I06Rik, 2010300P09Rik, G1, R75094, Q9CQ54",21,0%,"""literature, APEX_IMS, mito protein domain+, coexpression++, MS/MS++""",all 14
68375,Ndufa8,"""NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8""","0610033L03Rik, AW261656, Q9DCJ5",21,0%,"""literature, APEX_IMS, mito protein domain, induction, coexpression++, MS/MS++""",all 14
270685,Mthfd1l,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,"2410004L15Rik, AI647056, Fthfsdc1, Q3V3R1",21,0%,"""literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
236900,Pdk3,"""pyruvate dehydrogenase kinase, isoenzyme 3""","2610001M10Rik, AI035637, Q922H2",21,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
66379,Cox14,cytochrome c oxidase assembly protein 14,"2310016M24Rik, AA959804, Q8BH51",21,0%,"""literature, GFP, mito protein domain+, induction, coexpression++, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, smallintestine, testis"
66493,Mrpl51,mitochondrial ribosomal protein L51,"2610511M02Rik, CDA09, HSPC241, Mrp64, Q9CPY1",21,0%,"""literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression, MS/MS++""","cerebrum, cerebellum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
270076,Gcdh,glutaryl-Coenzyme A dehydrogenase,"9030411L18, AI266902, D17825, GCD, Q60759",21,0%,"""literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression, MS/MS++""",all 14
14651,Hagh,hydroxyacyl glutathione hydrolase,"BC019817, Glo-2, Glo2, Rsp29, Q99KB8",21,0%,"""literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
17827,Mtx1,metaxin 1,"Gcap6, Mtx, F7C846",21,0%,"""literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++""",all 14
69955,Fars2,phenylalanine-tRNA synthetase 2 (mitochondrial),"Fars1, pheRS, Q99M01",21,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS""","adipose, largeintestine, stomach, placenta, testis"
234309,Cbr4,carbonyl reductase 4,"A730083J17Rik, BC009118, Q91VT4",21,0%,"""literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++""",all 14
75398,Mrpl32,mitochondrial ribosomal protein L32,"0610033O15Rik, Q9DCI9",21,0%,"""literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS""","cerebrum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
69662,2310061I04Rik,RIKEN cDNA 2310061I04 gene,B8JJ69,21,0%,"""targetP signal, induction, coexpression++, MS/MS+""",all 14
68165,Fdx1l,ferredoxin 1-like,"B230118G17Rik, Q9CPW2",21,0%,"""APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
17709,COX2,cytochrome c oxidase subunit II,P00405,21,0%,"""literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS+""",all 14
17705,ATP6,ATP synthase F0 subunit 6,P00848,21,0%,"""literature, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS+""",all 14
68015,Trap1,TNF receptor-associated protein 1,"2410002K23Rik, HSP75, Q9CQN1",21,0%,"""APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression++, MS/MS+""",all 14
14571,Gpd2,"""glycerol phosphate dehydrogenase 2, mitochondrial""","AA408484, AI448216, AU021455, AW494132, GPDH, Gdm1, Gpd-m, Gpdh-m, TISP38, Q64521",21,0%,"""literature, APEX_IMS, yeast mito homolog++, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
11306,Abcb7,"""ATP-binding cassette, sub-family B (MDR/TAP), member 7""","AA517758, AU019072, Abc7, Q61102",21,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+""",all 14
15108,Hsd17b10,hydroxysteroid (17-beta) dehydrogenase 10,"17bHSD10, Ads9, ERAB, Hadh2, Q99N15",21,0%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++""",all 14
14661,Glud1,glutamate dehydrogenase 1,"AI118167, Gdh-X, Glud, Gludl, P26443",21,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""",all 14
11669,Aldh2,"""aldehyde dehydrogenase 2, mitochondrial""","Ahd-5, Ahd5, P47738",21,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression, MS/MS++""",all 14
233870,Tufm,"""Tu translation elongation factor, mitochondrial""","2300002G02Rik, C76308, C76389, EF-TuMT, EFTU, Q8BFR5",20,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++""",all 14
28200,Dhrs4,dehydrogenase/reductase (SDR family) member 4,"AI043103, AI790593, CR, D14Ucla2, NDRD, PHCR, PSCD, RRD, mouNRDR, Q99LB2",20,0%,"""targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""",all 14
66592,Stoml2,stomatin (Epb7.2)-like 2,"0610038F01Rik, MSLP2, SLP-2, Q99JB2",20,0%,"""literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""",all 14
56752,Aldh9a1,"""aldehyde dehydrogenase 9, subfamily A1""","AA139417, Abaldh, ESTM40, TMABA-DH, Tmabadh, Q9JLJ2",20,0%,"""APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression, MS/MS++""","brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
244141,Nars2,asparaginyl-tRNA synthetase 2 (mitochondrial)(putative),"AI875199, Q8BGV0",20,0%,"""GFP, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression""","spinalcord, adipose, largeintestine, stomach, placenta"
219189,Vwa8,von Willebrand factor A domain containing 8,"1300010F03Rik, 4932416F07Rik, AI957255, Kiaa0564, mKIAA0564, Q8CC88",20,0%,"""APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, coexpression+, MS/MS++""",all 14
99045,Mrps26,mitochondrial ribosomal protein S26,"AI648866, GI008, MRP-S13, MRP-S26, Rpms13, Q80ZS3",20,0%,"""literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression, MS/MS+""",all 14
268822,Adck5,aarF domain containing kinase 5,"A230108P17, Q80V03",20,0%,"""targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS""","cerebrum, largeintestine, testis"
71941,Cars2,cysteinyl-tRNA synthetase 2 (mitochondrial)(putative),"2310051N18Rik, 2410044A07Rik, D530030H10Rik, Q8BYM8",20,0%,"""APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS""","cerebrum, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
70383,Cox10,cytochrome c oxidase assembly protein 10,"2410004F01Rik, AU042636, Q8CFY5",20,0%,"""literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++""",none
104130,Ndufb11,"""NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11""","D5Bwg0566e, D5Bwg0577e, NP15.6, Np15, O09111",20,0%,"""literature, APEX_IMS, APEX_matrix, targetP signal+, coexpression++, MS/MS++""",all 14
18598,Pdha2,pyruvate dehydrogenase E1 alpha 2,"Pdhal, P35487",20,0%,"""literature, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
381760,Ssbp1,single-stranded DNA binding protein 1,"2810480P10Rik, G630031O20Rik, MtSSB, mtDBP, Q9CYR0",20,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS""",all 14
94064,Mrpl27,mitochondrial ribosomal protein L27,"A630055F16Rik, D11Moh47, D18Ertd643e, Q99N92",20,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS""",all 14
100900,Hscb,HscB iron-sulfur cluster co-chaperone homolog (E. coli),"AI325508, AW049829, Hsc20, Q8K3A0",20,0%,"""APEX_matrix, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
68917,Hint2,histidine triad nucleotide binding protein 2,"1190005L05Rik, Q9D0S9",20,0%,"""APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""",all 14
110826,Etfb,"""electron transferring flavoprotein, beta polypeptide""","0610009I16Rik, 2810441H06Rik, Q9DCW4",20,0%,"""literature, APEX_matrix, yeast mito homolog, mito protein domain, induction, coexpression+, MS/MS++""",all 14
18408,Slc25a15,"""solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15""","D630044L02Rik, Ornt1, Q9WVD5",20,0%,"""literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++""","spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta"
218885,Oxnad1,oxidoreductase NAD-binding domain containing 1,"2410002F01Rik, AW492292, BC019806, Q8VE38",20,0%,"""APEX_matrix, GFP, targetP signal, yeast mito homolog, mito protein domain, coexpression++, MS/MS++""","cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
13063,Cycs,"""cytochrome c, somatic""",P62897,20,0%,"""literature, APEX_IMS, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++""",all 14
13067,Cyct,"""cytochrome c, testis""","T-Cc, P00015",20,0%,"""literature, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++""",all 14
19935,Mrpl23,mitochondrial ribosomal protein L23,"L23mrp, Rpl23, Rpl23l, O35972",20,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS++""",all 14
78523,Mrpl9,mitochondrial ribosomal protein L9,"8030480E20Rik, AA409733, C330013D18Rik, L9mt, Q99N94",20,0%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS""",all 14
66121,Chchd1,coiled-coil-helix-coiled-coil-helix domain containing 1,"1110001O19Rik, 2400010G13Rik, MRP-S37, Q9CQA6",20,0%,"""GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression+, MS/MS""","cerebrum, cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
108888,Atad3a,"""ATPase family, AAA domain containing 3A""","2400004H09Rik, Atad3, Tob3, mKIAA1273, Q925I1",20,0%,"""APEX_IMS, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain+, coexpression, MS/MS++""",all 14
17850,Mut,methylmalonyl-Coenzyme A mutase,"D230010K02Rik, Mcm, P16332",20,0%,"""literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS++""",all 14
52637,Cisd1,CDGSH iron sulfur domain 1,"AU043990, AW743335, D10Ertd214e, Zcd1, mitoNEET, Q91WS0",20,0%,"""literature, mito protein domain, induction, coexpression++, MS/MS++""",all 14
226539,Dars2,aspartyl-tRNA synthetase 2 (mitochondrial),"5830468K18Rik, Q8BIP0",20,0%,"""APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
56454,Aldh18a1,"""aldehyde dehydrogenase 18 family, member A1""","2810433K04Rik, AI429789, Pycs, Q9Z110",20,0%,"""literature, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
28028,Mrpl50,mitochondrial ribosomal protein L50,"AA408971, AI317351, D4Wsu125e, Q8VDT9",20,0%,"""literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression+, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
12868,Cox8a,cytochrome c oxidase subunit VIIIa,"COX8L, Q64445",20,0%,"""literature, targetP signal+, mito protein domain+, coexpression+, MS/MS""","stomach, placenta, testis"
121022,Mrps6,mitochondrial ribosomal protein S6,"AW046321, P58064",20,0%,"""literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++""",all 14
15528,Hspe1,heat shock protein 1 (chaperonin 10),"10kDa, Hsp10, mt-cpn10, Q64433",20,0%,"""literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++""",all 14
18563,Pcx,pyruvate carboxylase,"Pc, Pcb, E9QPD7",20,0%,"""literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""",all 14
74776,Ppa2,pyrophosphatase (inorganic) 2,"1110013G13Rik, Sid6306, Q91VM9",20,0%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++""",all 14
104174,Gldc,glycine decarboxylase,"D030049L12Rik, D19Wsu57e, Q91W43",20,0%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain+, coexpression, MS/MS++""","cerebrum, cerebellum, kidney, liver, adipose, placenta"
68971,Tamm41,"""TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)""","1500001M20Rik, TAM41, G5E881",20,0%,"""GFP, yeast mito homolog++, mito protein domain+, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
228033,Atp5g3,"""ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)""","6030447M23, P56384",19,0%,"""literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++""",none
60441,Mrpl38,mitochondrial ribosomal protein L38,"1110036N21Rik, 4733401F03Rik, MRP-L3, R75240, Rpml3, Q8K2M0",19,0%,"""APEX_matrix, targetP signal+, mito protein domain, coexpression++, MS/MS+""","cerebrum, spinalcord, heart, smallintestine, largeintestine, stomach, placenta, testis"
66414,Ndufa12,"""NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12""","2410011G03Rik, AW112974, Q7TMF3",19,0%,"""literature, APEX_matrix, Rickettsial homolog, coexpression++, MS/MS++""",all 14
68023,Pdf,peptide deformylase (mitochondrial),"2610019N19Rik, S4R2K0",19,0%,"""APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, coexpression, MS/MS""","cerebrum, heart, skeletalmuscle, adipose, largeintestine, placenta, testis"
71985,Acad10,"""acyl-Coenzyme A dehydrogenase family, member 10""","2410021P16Rik, Q8K370",19,0%,"""APEX_matrix, targetP signal+, mito protein domain+, coexpression, MS/MS++""","cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
96979,Ptges2,prostaglandin E synthase 2,"0610038H10Rik, C79137, Gbf1, Mpges2, Pges2, Q8BWM0",19,0%,"""literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain, induction, coexpression+, MS/MS++""",all 14
73333,Slc25a31,"""solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31""","1700034J06Rik, Ant4, Sfec, Q3V132",19,0%,"""literature, yeast mito homolog++, mito protein domain+, MS/MS++""",all 14
11950,Atp5f1,"""ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1""","C76477, Q9CQQ7",19,0%,"""literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++""",all 14
381045,Ccdc58,coiled-coil domain containing 58,"A930007B11Rik, AI413631, Q8R3Q6",19,0%,"""APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++""",all 14
71679,Atp5h,"""ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D""","0610009D10Rik, Q9DCX2",19,0%,"""literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++""",all 14
